VISDATA
19
0 18 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
1 18 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
2 18 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
3 18 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
4 18 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19
5 18 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19
6 18 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19
7 18 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19
8 18 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19
9 18 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19
10 18 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19
11 18 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19
12 18 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19
13 18 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19
14 18 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19
15 18 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19
16 18 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19
17 18 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19
18 18 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
